,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Commercial associate,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Academic degree,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Civil marriage,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_Co-op apartment,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
161,1,0,0,0,29.67945205479452,6.86027397260274,1,0,0,1,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
162,1,0,1,0,56.93698630136986,6.358904109589041,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
163,0,1,1,0,60.6054794520548,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
164,1,0,1,0,59.96986301369863,23.2027397260274,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
165,1,0,1,0,50.61369863013699,8.276712328767124,1,0,0,1,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
166,0,1,1,0,46.50684931506849,6.86027397260274,1,0,1,1,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
167,1,0,1,0,45.40547945205479,12.531506849315068,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
168,1,0,1,0,50.37808219178082,21.45205479452055,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
169,1,0,1,0,45.90958904109589,9.610958904109587,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
170,0,1,0,2,34.295890410958904,3.1095890410958904,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
171,0,0,1,0,57.345205479452055,0.5232876712328767,1,0,1,1,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
172,1,0,0,0,28.23013698630137,4.608219178082192,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
173,1,1,1,2,37.0986301369863,10.863013698630136,1,0,0,0,4.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
174,1,0,1,0,61.85753424657534,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
175,1,1,1,0,60.5972602739726,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
176,1,1,1,0,58.271232876712325,-1000.6657534246576,1,0,0,1,1.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
177,0,1,1,0,38.821917808219176,2.5232876712328767,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
178,1,1,1,1,41.08219178082192,14.6986301369863,1,0,0,1,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
179,1,0,1,2,35.416438356164385,5.693150684931507,1,1,1,1,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
180,0,1,1,0,63.8,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
181,1,1,1,1,34.24657534246575,15.786301369863011,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
182,0,1,1,0,60.59452054794521,4.441095890410959,1,0,1,1,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
183,1,0,1,0,50.68767123287671,5.112328767123287,1,0,0,0,2.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
184,1,0,1,0,58.35616438356164,1.2712328767123289,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
185,0,1,1,2,50.345205479452055,11.6986301369863,1,1,1,1,4.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
186,0,0,0,1,46.01917808219178,18.035616438356165,1,0,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
187,1,0,1,0,42.74520547945205,13.865753424657534,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
188,1,1,1,0,63.93424657534246,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
189,0,0,1,0,49.6,3.608219178082192,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
190,1,0,1,0,63.56164383561644,-1000.6657534246576,1,0,1,0,1.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
191,0,1,1,0,27.34520547945205,5.112328767123287,1,0,0,1,2.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
192,1,1,1,1,48.032876712328765,22.03835616438356,1,0,0,0,3.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
193,0,1,1,0,59.1013698630137,5.945205479452055,1,0,0,0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
194,0,1,1,0,45.224657534246575,11.865753424657534,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
195,0,1,1,0,55.19178082191781,2.8575342465753426,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
196,1,1,1,0,54.01095890410959,22.87123287671233,1,0,0,0,2.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
197,0,0,1,1,37.78082191780822,15.449315068493153,1,1,1,0,3.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
198,1,0,1,0,40.87123287671233,5.112328767123287,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
199,1,0,1,0,55.43287671232877,17.035616438356165,1,1,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
200,1,0,1,0,64.14520547945206,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
201,1,1,1,1,41.394520547945206,5.358904109589041,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
202,0,0,0,0,26.008219178082197,0.3561643835616438,1,0,0,1,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
203,1,0,0,0,62.64931506849315,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
204,0,1,0,1,29.016438356164382,3.2739726027397262,1,0,0,0,3.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
205,1,0,1,2,40.635616438356166,20.284931506849315,1,1,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
206,0,1,0,0,33.92602739726028,5.526027397260274,1,1,1,0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
207,1,1,1,1,26.84931506849315,5.778082191780822,1,0,0,1,2.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
208,1,1,1,0,65.11780821917809,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
209,1,1,1,0,37.69315068493151,6.945205479452055,1,0,0,1,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
210,1,1,1,1,38.76164383561644,4.358904109589041,1,1,1,0,3.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
211,1,0,1,0,59.87397260273973,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
212,0,1,0,1,36.78082191780822,8.610958904109589,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
213,1,0,1,0,42.945205479452056,0.7753424657534247,1,0,0,1,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
214,1,1,0,1,30.43013698630137,0.3561643835616438,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
215,1,0,1,0,58.95342465753425,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
216,1,0,1,0,62.9041095890411,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
217,1,1,1,0,36.293150684931504,15.953424657534246,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
218,1,0,1,0,51.38630136986301,10.695890410958905,1,0,0,1,2.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
219,1,1,1,1,34.58082191780822,1.8575342465753424,1,0,1,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
220,0,1,1,0,32.635616438356166,6.027397260273973,1,0,0,0,2.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
221,0,1,1,0,35.85479452054795,0.8575342465753425,1,0,0,0,2.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
222,0,1,1,2,37.81643835616438,0.4383561643835616,1,1,1,0,4.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
223,0,1,1,0,54.75890410958904,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
224,0,1,1,1,27.994520547945207,0.8575342465753425,1,1,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
225,1,1,1,0,47.49041095890411,6.86027397260274,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
226,0,1,1,1,50.61917808219178,7.191780821917808,1,0,0,0,3.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
227,1,0,1,0,55.7945205479452,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
228,1,1,0,2,38.15890410958904,8.361643835616439,1,0,0,0,4.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
229,1,1,0,2,38.15890410958904,8.361643835616439,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
230,1,1,1,0,49.81917808219178,8.276712328767124,1,0,1,1,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
231,0,1,1,0,43.21643835616438,7.947945205479452,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
232,1,1,1,0,27.794520547945204,4.608219178082192,1,0,0,1,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
233,0,1,1,1,31.013698630136982,4.358904109589041,1,0,0,1,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
234,1,0,0,1,38.83013698630137,5.273972602739726,1,0,0,1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
235,0,1,1,1,46.05205479452055,9.115068493150686,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
